"Категория 1";"Категория 2";"Категория 3";"Категория 4";Артикул;Заголовок;Цена;Розничная;Валюта;Наличие;Описание;Изображения;Вес;Габариты;Производитель;"Ссылка на товар";ID;Размер;Модель;Рост;Сезон;"Тип ткани";;"обхват груди";"обхват талии";"обхват бедер";"обхват рукава";"Измерения (см)";Платье;"Ширина на уровне груди";"Ширина на уровне талии";"Ширина на уровне бедер";"Длина спинки";"Длина рукава";"Ширина рукава на уровне глубины оката";"Ширина рукава по низу";"Длина спинки до талии - гипюр";Блузка;"Ширина на уровнн глубины проймы";"Ширина рукава н уровне глубины оката";"Длина рукава с манжетой";Брюки;"Ширина по линии талии";"Ширина по линии бедер";"Длина по боковому шву";"Ширина на уровне колена";"Ширина внизу";"Ширина на уровне глубины проймы";"Длина по боковому шву с поясом";Юбка
Комплекты;;;;0477286167;"Комплект Lenata 21186 оранжевый";2299;3190;RUB;"В наличии";"Комплект женский состоящий из блузки и кюлот. Блузка из хлопковой ткани свободного силуэта со спущенной линией плеча. По переду функциональный карман с декоративной вышивкой. По спинке кокетка и бантовая складка идущая из кокетки. Рукав втачной длинный с притачной манжетой, застегивающейся на петлю и пуговицу, длина рукава регулируется за счет паты. Воротник рубашечный с отрезной стойкой. Застежка центральная бортовая, застегивающаяся на петли и пуговицы. Низ изделия асимметричный, в боковых швах разрезы. Кюлоты из хлопковой ткани, расширенные к низу на притачном поясе со шлевками. По переду функциональные карманы и складка. Застежка по переду на тесьму-молнию и пуговицу.
Длина блузы в 46р - 76см, рукав от горловины - 73см. Длина кюлот - 77см.
Длина блузы в 54р - 79см, рукав от горловины - 77см. Длина кюлот - 82см.<br>
<br>";https://pawlina.ru/image/catalog/brands/lenata22/21186oranzhevyj1.jpg;;;"LeNata (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lenata-21186-oranzhevij;0477286167;54;"Лената 21186 оранжевый";"164-170 см (рост модели на фото 170см)";Весна-Лето;"Блузка: 70% хлопок, 27% ПЭ, 3% спандекс. Кюлоты: 62% хлопок, 35% нейлон, 3% спандекс";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;2009440232;"Комплект Lenata 21186 лимон";2299;3190;RUB;"В наличии";"Комплект женский состоящий из блузки и кюлот. Блузка из хлопковой ткани свободного силуэта со спущенной линией плеча. По переду функциональный карман с декоративной вышивкой. По спинке кокетка и бантовая складка идущая из кокетки. Рукав втачной длинный с притачной манжетой, застегивающейся на петлю и пуговицу, длина рукава регулируется за счет паты. Воротник рубашечный с отрезной стойкой. Застежка центральная бортовая, застегивающаяся на петли и пуговицы. Низ изделия асимметричный, в боковых швах разрезы. Кюлоты из хлопковой ткани, расширенные к низу на притачном поясе со шлевками. По переду функциональные карманы и складка. Застежка по переду на тесьму-молнию и пуговицу.
Длина блузы в 46р - 76см, рукав от горловины - 73см. Длина кюлот - 77см.
Длина блузы в 54р - 79см, рукав от горловины - 77см. Длина кюлот - 82см.<br>
<br>";https://pawlina.ru/image/catalog/brands/lenata22/21186limon1.jpg;;;"LeNata (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lenata-21186-limon;2009440232;44;"Лената 21186 лимон";"164-170 см (рост модели на фото 170см)";Весна-Лето;"Блузка: 70% хлопок, 27% ПЭ, 3% спандекс. Кюлоты: 62% хлопок, 35% нейлон, 3% спандекс";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;1851457935;"Комплект Lenata 31256 бежевый";2999;4190;RUB;"В наличии";"Комплект женский состоящий из жакета, майки и брюк. Жакет прямого силуэта на х/б подкладке. Жакет с отрезным бочком. Воротник пиджачного типа. Застежка центральная бортовая застегивающаяся на 1 петлю и пуговицу. Рукава длинные втачные. По правой части переда и правому рукаву декоративный принт ""роза"".
Брюки прямые на притачном поясе с резинкой. По переду функциональные карманы. Майка женская приталенного силуэта, вырез горловины круглый, без рукава. В размерах 44-48 укороченный двойной топ, в размерах 50-54 длина полноценная.
Длина жакета 46р - 68см, рукав - 63см. Брюки - 111см.
Длина жакета 52р - 70см, рукав - 66см. Брюки - 113см.<br>
<br>";https://pawlina.ru/image/catalog/brands/lenata22/31256bezhevyj1.jpg;;;"LeNata (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lenata-31256-bezhevij;1851457935;44;"Лената 31256 бежевый";"164-170 см (рост модели на фото 170см)";Весна-Лето;"55% лен, 45% вискоза";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;01019308980;"Комплект Lenata 31256 белый";2999;4190;RUB;"В наличии";"Комплект женский состоящий из жакета, майки и брюк. Жакет прямого силуэта на х/б подкладке. Жакет с отрезным бочком. Воротник пиджачного типа. Застежка центральная бортовая застегивающаяся на 1 петлю и пуговицу. Рукава длинные втачные. По правой части переда и правому рукаву декоративный принт ""роза"".
Брюки прямые на притачном поясе с резинкой. По переду функциональные карманы. Майка женская приталенного силуэта, вырез горловины круглый, без рукава. В размерах 44-48 укороченный двойной топ, в размерах 50-54 длина полноценная.
Длина жакета 46р - 68см, рукав - 63см. Брюки - 111см.
Длина жакета 52р - 70см, рукав - 66см. Брюки - 113см.<br>
<br>";https://pawlina.ru/image/catalog/brands/lenata22/31256belyj1.jpg;;;"LeNata (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lenata-31256-belij;01019308980;44;"Лената 31256 белый";"164-170 см (рост модели на фото 170см)";Весна-Лето;"55% лен, 45% вискоза";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;588659321;"Комплект Anastasia Mak 865 карамель";2299;3190;RUB;"В наличии";"Костюм состоит из блузы и брюк. Блузка свободного прямого силуэта, выполнена из ткани с набивным рисунком. Полочка имеет горловину круглой формы, со сборкой с завязками и декором на концах в виде косточек. По центру полочки небольшой разрез овальной формы. Спинка цельная. Рукав покроя реглан классической формы с резинкой, длиной до запястья. Брюки со стрелками, длиной до косточки. В верхней части брюки прилегающие, в колене свободные и к низу зауженные. По передним половинам обработаны карманы, в среднем шве застежка на молнию. На задней половине обработаны талиевые вытачки. Брюки на притачном поясе с эластичной тесьмой и шлевками. Застежка по поясу на петлю и пуговицу.
Длина блузы в 52р - 62см, рукав от горловины - 70см, брюки - 100см.&nbsp;<br>";https://pawlina.ru/image/catalog/brands/am-22/865karamel1.jpg;;;"Anastasia Mak (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-anastasia-mak-965a-karamel;588659321;"52;54";"Анастасия Мак 865 карамель";"164 см (девушка на фото ростом 170см)";весна-лето;"Блузка:100% ПЭ, Брюки: 72% ПЭ, 24% Вискоза, 4% Спандекс";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;01078989399;"Комплект Anastasia Mak 865 бежевый";2299;3190;RUB;"В наличии";"Костюм состоит из блузы и брюк. Блузка свободного прямого силуэта, выполнена из ткани с набивным рисунком. Полочка имеет горловину круглой формы, со сборкой с завязками и декором на концах в виде косточек. По центру полочки небольшой разрез овальной формы. Спинка цельная. Рукав покроя реглан классической формы с резинкой, длиной до запястья. Брюки со стрелками, длиной до косточки. В верхней части брюки прилегающие, в колене свободные и к низу зауженные. По передним половинам обработаны карманы, в среднем шве застежка на молнию. На задней половине обработаны талиевые вытачки. Брюки на притачном поясе с эластичной тесьмой и шлевками. Застежка по поясу на петлю и пуговицу.
Длина блузы в 52р - 62см, рукав от горловины - 70см, брюки - 100см.&nbsp;<br>";https://pawlina.ru/image/catalog/brands/am-22/865bezhevyj1.jpg;;;"Anastasia Mak (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-anastasia-mak-965a-bezhevij;01078989399;"52;54";"Анастасия Мак 865 бежевый";"164 см (девушка на фото ростом 170см)";весна-лето;"Блузка:100% ПЭ, Брюки: 72% ПЭ, 24% Вискоза, 4% Спандекс";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;1979518063;"Комплект Anastasia Mak 865 серый";2299;3190;RUB;"В наличии";"Костюм состоит из блузы и брюк. Блузка свободного прямого силуэта, выполнена из ткани с набивным рисунком. Полочка имеет горловину круглой формы, со сборкой с завязками и декором на концах в виде косточек. По центру полочки небольшой разрез овальной формы. Спинка цельная. Рукав покроя реглан классической формы с резинкой, длиной до запястья. Брюки со стрелками, длиной до косточки. В верхней части брюки прилегающие, в колене свободные и к низу зауженные. По передним половинам обработаны карманы, в среднем шве застежка на молнию. На задней половине обработаны талиевые вытачки. Брюки на притачном поясе с эластичной тесьмой и шлевками. Застежка по поясу на петлю и пуговицу.
Длина блузы в 52р - 62см, рукав от горловины - 70см, брюки - 100см.&nbsp;";https://pawlina.ru/image/catalog/brands/am-22/865seryj1.jpg;;;"Anastasia Mak (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-anastasia-mak-965a-serij;1979518063;"50;52;54";"Анастасия Мак 865 серый";"164 см (девушка на фото ростом 170см)";весна-лето;"Блузка:100% ПЭ, Брюки: 72% ПЭ, 24% Вискоза, 4% Спандекс";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;01075245430;"Комплект Anastasia Mak 990 хаки полоска";1899;2790;RUB;"В наличии";"Костюм выполнен из ткани в полоску. Блузка прямого силуэта с отрезным лифом и эффектом запаха правой половинки на левую. Низ лифа обработан воланом «фантазийной» формы. Спинка цельная. Пройма углубленной формы, рукав рубашечного типа, длинный, по низу со складками. Низ рукава обработан притачной манжетой с застежкой на петли и пуговицы.
Брюки свободного силуэта, прямые к низу. Низ брюк обработан отложной манжетой. По передним половинкам выполнены карманы. Брюки на притачном поясе с эластичной тесьмой. По шву стачивания передней и задней половинки пояса обработан декоративный пояс.";https://pawlina.ru/image/catalog/brands/am-22/990poloskahaki1.jpg;;;"Anastasia Mak (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-anastasia-mak-990-haki-poloska;01075245430;"48;50;52;54;56";"Анастасия Мак 990 хаки полоска";"164 см (девушка на фото ростом 170см)";весна-лето;"98% ПЭ, 2% Вискоза";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;198763074;"Комплект Anastasia Mak 1023 бежевый полоска";2299;3190;RUB;"В наличии";"Костюм состоящий из блузки и брюк, выполнен из пестротканой ткани в полоску. Блузка прямого свободного силуэта. Полочка блузки с центральной застежкой на петли и пуговицы по притачной планке. Горловина круглой формы, обработана притачной стойкой с воротником рубашечного типа. Пройма блузки углубленной формы, рукав рубашечного типа, длиной ¾. По низу рукав обработан притачной манжетой с застежкой на петлю и пуговицу. В нижней части рукава по центру обработана пата, крепящаяся к рукаву пуговицей. Спинка цельная, низ блузки в области боковых швов закруглен. Брюки прямого силуэта, полуприлегающие в области бедер и свободные в колене и по низу. По передним половинкам обработаны наклонные карманы и застежка в среднем шве на молнию. По задним половинкам обработаны талиевые вытачки. Брюки на притачном поясе с эластичной тесьмой и застежкой на петлю и пуговицу.
Длина блузки в 50р - 80см , в 56р - 82см.<br>Длина рукава с манжетой в 50р - 41,5см, в 56р - 42,5см.<br>Длина по боковому шву без пояса в 50р - 105см, в 56р - 106см.";https://pawlina.ru/image/catalog/brands/am-22/1023bezhevyj1.jpg;;;"Anastasia Mak (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-anastasia-mak-1023-bezhevij-poloska;198763074;"52;54;56;60";"Анастасия Мак 1023 бежевый полоска";"164 см (девушка на фото ростом 170см)";Весна-Лето;"72% хлопок, 26% ПЭ, 2% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;0824074017;"Комплект Lenata 21259 какао";2699;3690;RUB;"В наличии";"Комплект женский состоящий из блузки и брюк. Блузка свободного силуэта. По переду кокетка, функциональный карманы-портфели со съёмным клапаном на петлях и пуговицах. По спинке кокетка. Рукав одношовный, длиной ниже линии локтя с притачной манжетой, длина рукава регулируется за счет паты. Воротник рубашечный с отрезной стойкой. Застежка центральная бортовая с отрезной планкой застегивающаяся на петли и пуговицы. В боковых швах разрезы. Брюки прямые, на притачном поясе с резинкой. По переду функциональные карманы. Отделкой костюма являются паты рукава, настрочные детали кармана и петелька в клапане выполненные из хлопковой тесьмы контрастного цвета, а также пуговицы в тон тесьмы.
Длина блузки - 77см, рукав от горловины - 58см, брюки - 103см.";https://pawlina.ru/image/catalog/brands/lenata22/21259kakao3.jpg;;;"LeNata (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lenata-21259-kakao;0824074017;"50;52;56";"Лената 21259 какао";"164-170 см (рост модели на фото 170см)";Весна-Лето;"55% Лен, 45% Вискоза";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;01250076909;"Комплект Lenata 21259 мята";2699;3690;RUB;"В наличии";"Комплект женский состоящий из блузки и брюк. Блузка свободного силуэта. По переду кокетка, функциональный карманы-портфели со съёмным клапаном на петлях и пуговицах. По спинке кокетка. Рукав одношовный, длиной ниже линии локтя с притачной манжетой, длина рукава регулируется за счет паты. Воротник рубашечный с отрезной стойкой. Застежка центральная бортовая с отрезной планкой застегивающаяся на петли и пуговицы. В боковых швах разрезы. Брюки прямые, на притачном поясе с резинкой. По переду функциональные карманы. Отделкой костюма являются паты рукава, настрочные детали кармана и петелька в клапане выполненные из хлопковой тесьмы контрастного цвета, а также пуговицы в тон тесьмы.
Длина блузки - 77см, рукав от горловины - 58см, брюки - 103см.";https://pawlina.ru/image/catalog/brands/lenata22/21259mjata3.jpg;;;"LeNata (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lenata-21259-mjata;01250076909;"54;56";"Лената 21252 21259 мята";"164-170 см (рост модели на фото 170см)";Весна-Лето;"55% Лен, 45% Вискоза";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;1848496432;"Комплект Lenata 21259 эвкалипт";2699;3690;RUB;"В наличии";"Комплект женский состоящий из блузки и брюк. Блузка свободного силуэта. По переду кокетка, функциональный карманы-портфели со съёмным клапаном на петлях и пуговицах. По спинке кокетка. Рукав одношовный, длиной ниже линии локтя с притачной манжетой, длина рукава регулируется за счет паты. Воротник рубашечный с отрезной стойкой. Застежка центральная бортовая с отрезной планкой застегивающаяся на петли и пуговицы. В боковых швах разрезы. Брюки прямые, на притачном поясе с резинкой. По переду функциональные карманы. Отделкой костюма являются паты рукава, настрочные детали кармана и петелька в клапане выполненные из хлопковой тесьмы контрастного цвета, а также пуговицы в тон тесьмы.
Длина блузки - 77см, рукав от горловины - 58см, брюки - 103см.";https://pawlina.ru/image/catalog/brands/lenata22/21259evkalipt1.jpg;;;"LeNata (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lenata-21259-jevkalipt;1848496432;"50;58";"Лената 21259 эвкалипт";"164-170 см (рост модели на фото 170см)";Весна-Лето;"55% Лен, 45% Вискоза";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;02067524971;"Комплект Lenata 21259 бежевый";2699;3690;RUB;"В наличии";"Комплект женский состоящий из блузки и брюк. Блузка свободного силуэта. По переду кокетка, функциональный карманы-портфели со съёмным клапаном на петлях и пуговицах. По спинке кокетка. Рукав одношовный, длиной ниже линии локтя с притачной манжетой, длина рукава регулируется за счет паты. Воротник рубашечный с отрезной стойкой. Застежка центральная бортовая с отрезной планкой застегивающаяся на петли и пуговицы. В боковых швах разрезы. Брюки прямые, на притачном поясе с резинкой. По переду функциональные карманы. Отделкой костюма являются паты рукава, настрочные детали кармана и петелька в клапане выполненные из хлопковой тесьмы контрастного цвета, а также пуговицы в тон тесьмы.
Длина блузки - 77см, рукав от горловины - 58см, брюки - 103см.";https://pawlina.ru/image/catalog/brands/lenata22/21259bezhevyj3.jpg;;;"LeNata (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lenata-21259-bezhevij;02067524971;"50;52;56;58";"Лената 21252 21259 бежевый";"164-170 см (рост модели на фото 170см)";Весна-Лето;"55% Лен, 45% Вискоза";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;1653203065;"Комплект Lenata 21252 эвкалипт";2299;3190;RUB;"В наличии";"Комплект женский состоящий из сарафана и майки. Сарафан полуприлегающего силуэта, длина ниже линии колена. По переду нагрудная вытачка, средний шов с разрезом и накладные карманы. По спинке талиевые вытачки. Вырез горловины V-образный.
Майка полуприлегающего силуэта со спущенной линией плеча, без рукава. Горловина круглой формы. Вырез горловины и проймы обработан на плоскошовной машинке.
Длина сарафана в 44р - 114см, в 52р - 118см.<br>";https://pawlina.ru/image/catalog/brands/lenata22/2125244-54evkaliptfon(1).jpg;;;"LeNata (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lenata-21252-jevkalipt;1653203065;"44;46;50;52;54";"Лената 21252 эвкалипт";"164-170 см (рост модели на фото 170см)";Весна-Лето;"55% Лен, 45% Вискоза";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;01396444928;"Комплект Lenata 21252 фуксия";2299;3190;RUB;"В наличии";"Комплект женский состоящий из сарафана и майки. Сарафан полуприлегающего силуэта, длина ниже линии колена. По переду нагрудная вытачка, средний шов с разрезом и накладные карманы. По спинке талиевые вытачки. Вырез горловины V-образный.
Майка полуприлегающего силуэта со спущенной линией плеча, без рукава. Горловина круглой формы. Вырез горловины и проймы обработан на плоскошовной машинке.
Длина сарафана в 44р - 114см, в 52р - 118см.<br>";https://pawlina.ru/image/catalog/brands/lenata22/2125244-54fuksijafon(2).jpg;;;"LeNata (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lenata-21252-fuksija;01396444928;"44;46;48;50;52;54";"Лената 21252 фуксия";"164-170 см (рост модели на фото 170см)";Весна-Лето;"55% Лен, 45% Вискоза";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;01595361028;"Комплект Lenata 21252 зеленый";2299;3190;RUB;"В наличии";"Комплект женский состоящий из сарафана и майки. Сарафан полуприлегающего силуэта, длина ниже линии колена. По переду нагрудная вытачка, средний шов с разрезом и накладные карманы. По спинке талиевые вытачки. Вырез горловины V-образный.
Майка полуприлегающего силуэта со спущенной линией плеча, без рукава. Горловина круглой формы. Вырез горловины и проймы обработан на плоскошовной машинке.
Длина сарафана в 44р - 114см, в 52р - 118см.<br>";https://pawlina.ru/image/catalog/brands/lenata22/2125244-54zelenyjfon(3).jpg;;;"LeNata (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lenata-21252-zelenij;01595361028;"44;48;54";"Лената 21252 зеленый";"164-170 см (рост модели на фото 170см)";Весна-Лето;"55% Лен, 45% Вискоза";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;61063938;"Комплект Lenata 21252 черный";2299;3190;RUB;"В наличии";"Комплект женский состоящий из сарафана и майки. Сарафан полуприлегающего силуэта, длина ниже линии колена. По переду нагрудная вытачка, средний шов с разрезом и накладные карманы. По спинке талиевые вытачки. Вырез горловины V-образный.
Майка полуприлегающего силуэта со спущенной линией плеча, без рукава. Горловина круглой формы. Вырез горловины и проймы обработан на плоскошовной машинке.
Длина сарафана в 44р - 114см, в 52р - 118см.";https://pawlina.ru/image/catalog/brands/lenata22/2125244-54chernyj(6).jpg;;;"LeNata (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lenata-21252-chernij;61063938;"44;46;48;50;52;54";"Лената 21252 черный";"164-170 см (рост модели на фото 170см)";Весна-Лето;"55% Лен, 45% Вискоза";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;525340729;"Комплект Anastasia Mak 1023 красный полоска";2299;3190;RUB;"В наличии";"Костюм состоящий из блузки и брюк, выполнен из пестротканой ткани в полоску. Блузка прямого свободного силуэта. Полочка блузки с центральной застежкой на петли и пуговицы по притачной планке. Горловина круглой формы, обработана притачной стойкой с воротником рубашечного типа. Пройма блузки углубленной формы, рукав рубашечного типа, длиной ¾. По низу рукав обработан притачной манжетой с застежкой на петлю и пуговицу. В нижней части рукава по центру обработана пата, крепящаяся к рукаву пуговицей. Спинка цельная, низ блузки в области боковых швов закруглен. Брюки прямого силуэта, полуприлегающие в области бедер и свободные в колене и по низу. По передним половинкам обработаны наклонные карманы и застежка в среднем шве на молнию. По задним половинкам обработаны талиевые вытачки. Брюки на притачном поясе с эластичной тесьмой и застежкой на петлю и пуговицу.
Длина блузки в 50р - 80см , в 56р - 82см.<br>Длина рукава с манжетой в 50р - 41,5см, в 56р - 42,5см.<br>Длина по боковому шву без пояса в 50р - 105см, в 56р - 106см.";https://pawlina.ru/image/catalog/brands/am-22/1023krasnyj1.jpg;;;"Anastasia Mak (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-anastasia-mak-1023-krasnij-poloska;525340729;"50;52;54;56;58;60";"Анастасия Мак 1023 красный полоска";"164 см (девушка на фото ростом 170см)";Весна-Лето;"72% хлопок, 26% ПЭ, 2% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;01492332301;"Комплект Anastasia Mak 696А белый полоска";2399;3290;RUB;"В наличии";"Костюм состоящий из жилета и брюк. Жилет длиной до колена, прямого силуэта с центральной застежкой на пять петель и пуговиц. Горловина круглой формы, полочка отрезная ниже линии талии, в шве обработаны карманы. Верхняя часть полочки с нагрудными вытачками. По боковым швам, в нижней части выполнены разрезы. Спинка со средним швом. Брюки длиной 7/8. Облегающие в области бедер, свободные в колене и зауженные к низу. По передним половинам выполнены карманы и застежка на молнию в среднем шве. По задним половинам выполнены талиевые вытачки. Брюки на притачном поясе с эластичной тесьмой и застежкой спереди на петлю и пуговицу. Брюки со стрелками.
Примечание: Замеры длин соответствуют размеру 52, рост 164 см
<br>Длина брюк: 100 см. Длина жилета:105 см&nbsp;&nbsp;";https://pawlina.ru/image/catalog/brands/am-22/696abelyj2.jpg;;;"Anastasia Mak (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-anastasia-mak-696a-belij-poloska;01492332301;"50;52;54;56;58;60";"Анастасия Мак 696А белый полоска";"164 см (девушка на фото ростом 170см)";Весна-Лето;"66% ПЭ, 32% Вискоза, 2% Спандекс";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;1296532705;"Комплект Anastasia Mak 1038 белый полоска";2499;3490;RUB;"В наличии";"Костюм состоит из жакета и брюк. Костюм выполнен из однотонной ткани в полоску. Жакет прямого силуэта, без подкладки.   Полочка жакета с вертикальными рельефами и двубортной застежкой на две пуговицы. Горловина V-образной формы. На нижней части полочки выполнены накладные карманы. Спинка со средним швом и отрезными бочками. Рукав длинный, втачной, двухшовный. Брюки со стрелками, длиной до косточки. В верхней части брюки прилегающие, в колене свободные и к низу зауженные. По передним половинам обработаны карманы, в среднем шве застежка на молнию. На задней половине обработаны талиевые вытачки.  Брюки на притачном поясе с эластичной тесьмой и шлевками. Застежка по поясу на петлю и пуговицу.
Длина жакета в 50р - 72см , в 56р - 74см.<br>Длина рукава с манжетой в 50р - 62см, в 56р - 63см.<br>Длина по боковому шву без пояса в 50р - 99см, в 56р - 100см.";https://pawlina.ru/image/catalog/brands/am-22/1038belyj1.jpg;;;"Anastasia Mak (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-anastasia-mak-1038-belij-poloska;1296532705;"50;52;56;58;60";"Анастасия Мак 1038 белый полоска";"164 см (девушка на фото ростом 170см)";Весна-Лето;"66% ПЭ, 32%вискоза, 2% Спандекс";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;01689123994;"Комплект Lady Line 523 горох";2299;3190;RUB;"В наличии";"Комплект 2х предметный, состоит из блузки и брюк. Блузка укорочена до центра линии талии, низ блузки на широком поясе и с застёжкой в левом боковом шве на молнию
Вырез горловины лодочка. Рукав длинный, состоит из двух частей. По линии локтя рукав со швом и по нижней части в
верху заложены складки и по низу сборка. Рукав застёгивается на манжете на одну петлю и пуговицу
Брюки с завышенной талией. Застёжка по центру на молнию и три петли и пуговицы. По переду заложена складка
Через шлёвки продет пояс с пряжкой. К низу брюки заужены.
Длина блузки по центру спинки- 40см
<br>Длина рукава- 63см
<br>Длина брюк по шаговому шву- 68см";https://pawlina.ru/image/catalog/brands/lady-line-21/model523goroh4.jpg;;;"Lady Line (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-lady-line-523-goroh;01689123994;"44;46;48";"Леди Лайн 523 горох";"164 см (рост модели на фото 170см)";Весна-Лето;"Блузка 100% полиэфирБрюки 49% полиэфир, 45%вискоза, 6% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;2127721502;"Комплект Michel Chic 1306 черно-белый";1999;2890;RUB;"В наличии";"Комфортный летний комплект прекрасно подойдет как и для спорта, так и для повседневной носки. Облегченная хлопковая футболка свободного кроя. Горловина, а также карман — в цвет брюк. Трикотажные брюки с боковыми карманами прекрасно садятся по фигуре, брюки украшены контрастным лампасом. Универсальный крой, натуральные ткани и актуальность изделия — сделают это изделие одним из самых любимых в Вашем гардеробе.
Длина брюк по боковому шву 105 см, внутреннему — 75 см, длина футболки по спинке 65 +-1 см, длина рукава от плечевого шва 28 см. Изделие также подойдет на рост 170 см.";https://pawlina.ru/image/catalog/brands/mishel22/1306chb1.jpg;;;"Michel Chic (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-michel-chic-1306-cherno-belij;2127721502;"50;52;54;56;58;60;62;64";"Мишель Шик 1306 черно-белый";"164 см (девушка на фото ростом 170 см)";Весна-Лето;"70% хлопок, 22% полиэстер, 8% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;0813662007;"Комплект Anastasia 825 молочный";1999;2890;RUB;"В наличии";"Комплект женский 2-х предметный (туника, платье). Платье из трикотажного полотна, прямого силуэта, со спущенным плечом, рукав в виде манжеты. Туника из  ажурного трикотажного полотна прямого силуэта. Полочка в виде драпировки, рукав 3/4 длины. Также туника будет отличным дополнением к топу, майке, блузе.
Длина туника: ( 50-52)-79см, (54-56)-84см. Длина рукава: (50-56)-48см. Длина платья (по спинке): (50-52)-98см., (54-56)-102см.";https://pawlina.ru/image/catalog/brands/anastasija22/825molochnyj.jpg;;;"Anastasia (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-anastasia-825-molochnij;0813662007;"50;52;54;56;58;60";"Анастасия 825 молочный";"164 см (девушка на фото ростом 170см)";Весна-Лето;"Туника: ПЭ-90%, Вискоза-10% Платье: ПЭ-95%, Спандекс-5%";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комплекты;;;;2111043038;"Комплект Anastasia 821 персик";1999;2890;RUB;"В наличии";"Комплект женский 2-х предметный (жакет, юбка). Жакет из кружевного полотна на молнии, стойка и манжеты на резинке. Изделие идеально подходит для лета. С его помощью можно создавать огромное количество стильных композиций, каждая из которых будет выглядеть просто потрясающе. Юбка из трикотажного полотна, полусолнце, на отрезном поясе, молния в боковом шве.
Длина (по спинке):53см. Длина рукава:-59см. Длина юбки:-69см.";https://pawlina.ru/image/catalog/brands/anastasija22/821persik.jpg;;;"Anastasia (Беларусь)";http://pawlina.ru/katalog/komplektyi/komplekt-anastasia-821-persik;2111043038;"50;54";"Анастасия 821 персик";"164 см (девушка на фото ростом 170см)";Весна-Лето;"Верх: ПЭ-66% Полиамид 34%Юбка: ПЭ-95% Спандекс-5%";;;;;;;;;;;;;;;;;;;;;;;;;;;;
